9.142432,50000
20.416098,75000
37.045842,100000
56.646980,125000
83.070373,150000
113.952458,175000
149.255929,200000
188.555404,225000
227.186834,250000
275.175937,275000
331.636547,300000
389.097832,325000
448.219826,350000
511.924901,375000
587.046085,400000
667.317093,425000
738.083293,450000
824.493004,475000
912.398036,500000
