0.037736,50000
0.017858,75000
0.020434,100000
0.025800,125000
0.031277,150000
0.036937,175000
0.042330,200000
0.048273,225000
0.054233,250000
0.060738,275000
0.065827,300000
0.071300,325000
0.077533,350000
0.083137,375000
0.089180,400000
0.095065,425000
0.100536,450000
0.106763,475000
0.112973,500000
