0.035890,50000
0.016159,75000
0.017857,100000
0.022079,125000
0.026454,150000
0.031269,175000
0.035834,200000
0.041369,225000
0.046175,250000
0.051200,275000
0.056066,300000
0.062400,325000
0.065580,350000
0.070033,375000
0.075449,400000
0.081570,425000
0.085289,450000
0.090597,475000
0.094673,500000
